wavelength,fix
490.833,0.930780479
491.032,0.930464808
491.231,0.93014876
491.43,0.929832336
491.629,0.929515539
491.828,0.92919837
492.027,0.928880831
492.226,0.928562925
492.425,0.928244652
492.624,0.927926016
492.823,0.927607017
493.022,0.927287658
493.221,0.926967941
493.42,0.926647867
493.619,0.926327438
493.818,0.926006656
494.017,0.925685523
494.216,0.925364041
494.414,0.92504383
494.613,0.924721656
494.812,0.924399139
495.011,0.924076279
495.21,0.92375308
495.408,0.923431168
495.607,0.923107295
495.806,0.922783087
496.005,0.922458545
496.203,0.922135306
496.402,0.921810105
496.601,0.921484576
496.799,0.921160359
496.998,0.920834181
497.197,0.920507681
497.395,0.920182502
497.594,0.919855362
497.793,0.919527905
497.991,0.91920178
498.19,0.918873694
498.388,0.918546946
498.587,0.918218238
498.785,0.917890875
498.984,0.917561552
499.182,0.917233579
499.381,0.916903647
499.579,0.916575072
499.778,0.916244538
499.976,0.915915367
500.175,0.915584237
500.373,0.915254476
500.572,0.914922757
500.77,0.914592413
500.968,0.914261781
501.167,0.91392919
501.365,0.913597984
501.564,0.913264819
501.762,0.912933045
501.96,0.912600991
502.159,0.912266978
502.357,0.911934365
502.555,0.911601476
502.753,0.911268313
502.952,0.910933191
503.15,0.910599481
503.348,0.910265501
503.546,0.909931253
503.745,0.909595046
503.943,0.909260263
504.141,0.908925216
504.339,0.908589906
504.537,0.908254335
504.735,0.907918503
504.933,0.907582414
505.132,0.907244368
505.33,0.906907764
505.528,0.906570906
505.726,0.906233796
505.924,0.905896434
506.122,0.905558822
506.32,0.905220962
506.518,0.904882854
506.716,0.904544501
506.914,0.904205903
507.112,0.903867063
507.31,0.903527981
507.508,0.903188658
507.706,0.902849097
507.904,0.902509298
508.101,0.902170981
508.299,0.901830712
508.497,0.90149021
508.695,0.901149475
508.893,0.90080851
509.091,0.900467315
509.289,0.900125892
509.486,0.899785967
509.684,0.899444093
509.882,0.899101994
510.08,0.898759671
510.277,0.898418858
510.475,0.898076094
510.673,0.897733112
510.871,0.897389911
511.068,0.897048228
511.266,0.896704596
511.464,0.89636075
511.661,0.896018429
511.859,0.895674159
512.056,0.895331419
512.254,0.89498673
512.452,0.894641833
512.649,0.894298472
512.847,0.893953163
513.044,0.893609396
513.242,0.89326368
513.439,0.89291951
513.637,0.892573392
513.834,0.892228825
514.032,0.891882309
514.229,0.891537348
514.427,0.891190441
514.624,0.890845091
514.822,0.890497795
515.019,0.890152061
515.217,0.889804382
515.414,0.889458269
515.611,0.889111968
515.809,0.888763722
516.006,0.888417049
516.203,0.888070191
516.401,0.887721388
516.598,0.887374165
516.795,0.88702676
516.993,0.88667741
517.19,0.886329646
517.387,0.885981703
517.584,0.885633584
517.781,0.88528529
517.979,0.884935051
518.176,0.884586407
518.373,0.884237591
518.57,0.883888603
518.767,0.883539445
518.964,0.883190117
519.162,0.882838846
519.359,0.882489181
519.556,0.882139351
519.753,0.881789354
519.95,0.881439193
520.147,0.881088869
520.344,0.880738382
520.541,0.880387734
520.738,0.880036926
520.935,0.879685957
521.132,0.879334831
521.329,0.878983547
521.526,0.878632106
521.723,0.878280509
521.92,0.877928758
522.117,0.877576853
522.314,0.877224795
522.511,0.876872586
522.707,0.876522014
522.904,0.876169504
523.101,0.875816845
523.298,0.875464038
523.495,0.875111083
523.692,0.874757982
523.888,0.874406529
524.085,0.874053139
524.282,0.873699605
524.479,0.873345928
524.675,0.872993906
524.872,0.872639947
525.069,0.872285847
525.266,0.871931609
525.462,0.871579031
525.659,0.871224517
525.856,0.870869866
526.052,0.870516881
526.249,0.87016196
526.445,0.869808708
526.642,0.86945352
526.839,0.8690982
527.035,0.868744553
527.232,0.86838897
527.428,0.868035064
527.625,0.867679223
527.821,0.867325061
528.018,0.866968965
528.214,0.866614551
528.411,0.866258202
528.607,0.865903538
528.804,0.865546941
529,0.865192031
529.196,0.864836999
529.393,0.864480034
529.589,0.864124761
529.786,0.863767555
529.982,0.863412043
530.178,0.863056413
530.375,0.862698851
530.571,0.862342988
530.767,0.861987008
530.963,0.861630914
531.16,0.861272888
531.356,0.860916566
531.552,0.860560131
531.748,0.860203584
531.945,0.859845106
532.141,0.859488336
532.337,0.859131457
532.533,0.858774469
532.729,0.858417372
532.926,0.858058345
533.122,0.857701033
533.318,0.857343614
533.514,0.85698609
533.71,0.856628461
533.906,0.856270727
534.102,0.85591289
534.298,0.85555495
534.494,0.855196908
534.69,0.854838764
534.886,0.854480519
535.082,0.854122173
535.278,0.853763728
535.474,0.853405184
535.67,0.853046542
535.866,0.852687801
536.062,0.852328964
536.258,0.85197003
536.454,0.851611
536.65,0.851251875
536.846,0.850892655
537.041,0.850535175
537.237,0.850175769
537.433,0.849816269
537.629,0.849456678
537.825,0.849096994
538.02,0.848739056
538.216,0.848379192
538.412,0.848019238
538.608,0.847659195
538.803,0.847300901
538.999,0.846940682
539.195,0.846580375
539.39,0.846221821
539.586,0.845861341
539.782,0.845500776
539.977,0.845141966
540.173,0.844781232
540.369,0.844420413
540.564,0.844061353
540.76,0.843700368
540.955,0.843341144
541.151,0.842979995
541.347,0.842618766
541.542,0.842259299
541.738,0.841897909
541.933,0.841538283
542.129,0.841176734
542.324,0.840816952
542.519,0.840457093
542.715,0.840095311
542.91,0.839735298
543.106,0.839373362
543.301,0.839013198
543.497,0.838651111
543.692,0.838290798
543.887,0.83793041
544.083,0.837568101
544.278,0.837207567
544.473,0.83684696
544.669,0.836484433
544.864,0.836123683
545.059,0.835762862
545.254,0.835401971
545.45,0.835039159
545.645,0.834678128
545.84,0.834317029
546.035,0.833955861
546.23,0.833594624
546.426,0.833231468
546.621,0.832870096
546.816,0.832508658
547.011,0.832147154
547.206,0.831785584
547.401,0.831423949
547.596,0.831062249
547.791,0.830700484
547.986,0.830338656
548.181,0.829976764
548.376,0.829614808
548.572,0.829250934
548.767,0.828888853
548.961,0.828528568
549.156,0.828166364
549.351,0.8278041
549.546,0.827441775
549.741,0.827079389
549.936,0.826716944
550.131,0.826354439
550.326,0.825991876
550.521,0.825629254
550.716,0.825266574
550.911,0.824903836
551.105,0.824542901
551.3,0.824180049
551.495,0.82381714
551.69,0.823454175
551.885,0.823091155
552.079,0.82272994
552.274,0.82236681
552.469,0.822003624
552.664,0.821640384
552.858,0.821278954
553.053,0.820915607
553.248,0.820552206
553.442,0.820190617
553.637,0.819827112
553.832,0.819463555
554.026,0.819101811
554.221,0.818738151
554.415,0.818376305
554.61,0.818012543
554.804,0.817650597
554.999,0.817286736
555.194,0.816922824
555.388,0.816560731
555.583,0.816196721
555.777,0.815834531
555.972,0.815470425
556.166,0.815108139
556.36,0.814745806
556.555,0.814381558
556.749,0.814019131
556.944,0.81365479
557.138,0.813292271
557.332,0.812929707
557.527,0.812565228
557.721,0.812202573
557.915,0.811839874
558.11,0.811475261
558.304,0.811112473
558.498,0.810749642
558.693,0.810384897
558.887,0.81002198
559.081,0.809659019
559.275,0.809296016
559.47,0.8089311
559.664,0.808568013
559.858,0.808204885
560.052,0.807841715
560.246,0.807478504
560.44,0.807115253
560.635,0.806750089
560.829,0.806386757
561.023,0.806023385
561.217,0.805659973
561.411,0.805296523
561.605,0.804933033
561.799,0.804569505
561.993,0.804205938
562.187,0.803842333
562.381,0.803478691
562.575,0.80311501
562.769,0.802751292
562.963,0.802387537
563.157,0.802023746
563.351,0.801659917
563.545,0.801296053
563.739,0.800932152
563.933,0.800568216
564.126,0.80020612
564.32,0.799842113
564.514,0.799478071
564.708,0.799113993
564.902,0.798749882
565.096,0.798385736
565.289,0.798023433
565.483,0.79765922
565.677,0.797294972
565.871,0.796930692
566.064,0.796568256
566.258,0.796203909
566.452,0.79583953
566.645,0.795476997
566.839,0.795112554
567.033,0.794748078
567.226,0.79438545
567.42,0.794020911
567.614,0.793656341
567.807,0.79329362
568.001,0.792928988
568.194,0.792566205
568.388,0.792201513
568.581,0.79183867
568.775,0.791473917
568.969,0.791109135
569.162,0.790746204
569.355,0.790383243
569.549,0.790018373
569.742,0.789655355
569.936,0.789290427
570.129,0.788927352
570.323,0.788562368
570.516,0.788199237
570.709,0.787836079
570.903,0.787471011
571.096,0.787107797
571.289,0.786744557
571.483,0.786379408
571.676,0.786016113
571.869,0.785652793
572.063,0.785287563
572.256,0.78492419
572.449,0.784560791
572.642,0.784197367
572.836,0.783832033
573.029,0.783468558
573.222,0.783105057
573.415,0.782741531
573.608,0.78237798
573.802,0.782012521
573.995,0.781648921
574.188,0.781285297
574.381,0.780921648
574.574,0.780557976
574.767,0.78019428
574.96,0.77983056
575.153,0.779466817
575.346,0.77910305
575.539,0.778739261
575.732,0.778375448
575.925,0.778011613
576.118,0.777647755
576.311,0.777283875
576.504,0.776919972
576.697,0.776556047
576.89,0.7761921
577.083,0.775828132
577.276,0.775464142
577.469,0.77510013
577.661,0.774737983
577.854,0.774373929
578.047,0.774009853
578.24,0.773645757
578.433,0.77328164
578.626,0.772917503
578.818,0.772555232
579.011,0.772191053
579.204,0.771826855
579.397,0.771462637
579.589,0.771100286
579.782,0.770736028
579.975,0.77037175
580.167,0.770009341
580.36,0.769645025
580.553,0.769280689
580.745,0.768918223
580.938,0.768553849
581.13,0.768191345
581.323,0.767826935
581.516,0.767462506
581.708,0.767099947
581.901,0.766735481
582.093,0.766372886
582.286,0.766008384
582.478,0.765645754
582.671,0.765281216
582.863,0.764918551
583.056,0.764553979
583.248,0.764191278
583.44,0.763828561
583.633,0.763463937
583.825,0.763101186
584.018,0.762736529
584.21,0.762373744
584.402,0.762010943
584.595,0.761646236
584.787,0.761283402
584.979,0.760920552
585.172,0.760555797
585.364,0.760192915
585.556,0.759830017
585.748,0.759467104
585.941,0.759102285
586.133,0.758739341
586.325,0.758376381
586.517,0.758013406
586.709,0.757650417
586.901,0.757287412
587.094,0.756922501
587.286,0.756559467
587.478,0.756196417
587.67,0.755833353
587.862,0.755470275
588.054,0.755107182
588.246,0.754744075
588.438,0.754380954
588.63,0.754017819
588.822,0.75365467
589.014,0.753291506
589.206,0.75292833
589.398,0.752565139
589.59,0.752201935
589.782,0.751838717
589.974,0.751475486
590.166,0.751112242
590.358,0.750748984
590.55,0.750385714
590.741,0.750024322
590.933,0.749661026
591.125,0.749297717
591.317,0.748934395
591.509,0.74857106
591.701,0.748207713
591.892,0.747846245
592.084,0.747482873
592.276,0.747119489
592.468,0.746756092
592.659,0.746394576
592.851,0.746031156
593.043,0.745667723
593.234,0.745306172
593.426,0.744942715
593.618,0.744579247
593.809,0.744217661
594.001,0.74385417
594.193,0.743490667
594.384,0.743129047
594.576,0.742765522
594.767,0.742403879
594.959,0.742040331
595.15,0.741678666
595.342,0.741315097
595.533,0.74095341
595.725,0.740589819
595.916,0.740228111
596.108,0.739864498
596.299,0.739502769
596.491,0.739139135
596.682,0.738777385
596.873,0.738415624
597.065,0.73805196
597.256,0.737690179
597.447,0.737328388
597.639,0.736964693
597.83,0.736602882
598.021,0.736241061
598.213,0.735877336
598.404,0.735515496
598.595,0.735153646
598.786,0.734791786
598.978,0.734428022
599.169,0.734066143
599.36,0.733704255
599.551,0.733342358
599.742,0.732980451
599.934,0.73261664
600.125,0.732254715
600.316,0.731892781
600.507,0.731530838
600.698,0.731168886
600.889,0.730806925
601.08,0.730444955
601.271,0.730082976
601.462,0.729720989
601.653,0.729358993
601.844,0.728996988
602.035,0.728634975
602.226,0.728272953
602.417,0.727910923
602.608,0.727548885
602.799,0.727186838
602.99,0.726824783
603.181,0.72646272
603.372,0.726100648
603.563,0.725738569
603.754,0.725376482
603.944,0.725016282
604.135,0.724654179
604.326,0.724292067
604.517,0.723929948
604.708,0.723567822
604.898,0.723207583
605.089,0.722845441
605.28,0.722483291
605.471,0.722121134
605.661,0.721760866
605.852,0.721398693
606.043,0.721036514
606.233,0.720676223
606.424,0.720314029
606.615,0.719951827
606.805,0.719591515
606.996,0.719229299
607.186,0.718868973
607.377,0.718506743
607.568,0.718144506
607.758,0.717784159
607.949,0.717421908
608.139,0.717061547
608.33,0.716699282
608.52,0.716338908
608.711,0.71597663
608.901,0.715616242
609.092,0.715253951
609.282,0.714893549
609.472,0.714533142
609.663,0.714170831
609.853,0.713810411
610.044,0.713448087
610.234,0.713087653
610.424,0.712727214
610.615,0.712364871
610.805,0.712004419
610.995,0.711643961
611.185,0.711283497
611.376,0.710921129
611.566,0.710560653
611.756,0.71020017
611.946,0.709839682
612.137,0.70947729
612.327,0.70911679
612.517,0.708756284
612.707,0.708395772
612.897,0.708035254
613.087,0.707674731
613.277,0.707314202
613.468,0.706951769
613.658,0.706591229
613.848,0.706230683
614.038,0.705870131
614.228,0.705509574
614.418,0.705149011
614.608,0.704788443
614.798,0.70442787
614.988,0.704067291
615.178,0.703706707
615.368,0.703346117
615.558,0.702985522
615.748,0.702624922
615.937,0.702266215
616.127,0.701905605
616.317,0.701544989
616.507,0.701184368
616.697,0.700823743
616.887,0.700463112
617.077,0.700102476
617.266,0.699743733
617.456,0.699383088
617.646,0.699022437
617.836,0.698661781
618.025,0.698303019
618.215,0.697942354
618.405,0.697581684
618.595,0.697221009
618.784,0.696862228
618.974,0.696501544
619.164,0.696140855
619.353,0.69578206
619.543,0.695421361
619.732,0.695062557
619.922,0.69470185
620.112,0.694341138
620.301,0.69398232
620.491,0.693621599
620.68,0.693262773
620.87,0.692902043
621.059,0.692543208
621.249,0.692182469
621.438,0.691823625
621.628,0.691462878
621.817,0.691104025
622.006,0.690745168
622.196,0.690384409
622.385,0.690025543
622.575,0.689664775
622.764,0.689305901
622.953,0.688947024
623.143,0.688586243
623.332,0.688227357
623.521,0.687868467
623.711,0.687507675
623.9,0.687148777
624.089,0.686789875
624.278,0.686430969
624.468,0.686070161
624.657,0.685711247
624.846,0.68535233
625.035,0.684993409
625.224,0.684634484
625.413,0.684275555
625.603,0.683914723
625.792,0.683555787
625.981,0.683196847
626.17,0.682837903
626.359,0.682478955
626.548,0.682120004
626.737,0.68176105
626.926,0.681402091
627.115,0.681043129
627.304,0.680684164
627.493,0.680325195
627.682,0.679966222
627.871,0.679607246
628.06,0.679248266
628.249,0.678889283
628.438,0.678530297
628.627,0.678171307
628.816,0.677812314
629.004,0.677455216
629.193,0.677096216
629.382,0.676737213
629.571,0.676378206
629.76,0.676019196
629.949,0.675660182
630.137,0.675303065
630.326,0.674944045
630.515,0.674585022
630.704,0.674225996
630.892,0.673868866
631.081,0.673509833
631.27,0.673150797
631.458,0.672793658
631.647,0.672434616
631.836,0.672075571
632.024,0.671718422
632.213,0.671359371
632.401,0.671002216
632.59,0.670643159
632.779,0.670284098
632.967,0.669926934
633.156,0.669567868
633.344,0.669210698
633.533,0.668851626
633.721,0.66849445
633.91,0.668135372
634.098,0.667778191
634.286,0.667421007
634.475,0.66706192
634.663,0.66670473
634.852,0.666345637
635.04,0.665988442
635.228,0.665631244
635.417,0.665272143
635.605,0.664914939
635.793,0.664557732
635.982,0.664198623
636.17,0.663841411
636.358,0.663484197
636.547,0.663125079
636.735,0.662767859
636.923,0.662410637
637.111,0.662053411
637.299,0.661696183
637.488,0.661337053
637.676,0.66097982
637.864,0.660622584
638.052,0.660265346
638.24,0.659908105
638.428,0.659550861
638.616,0.659193616
638.804,0.658836367
638.992,0.658479116
639.18,0.658121863
639.369,0.657762707
639.557,0.657405448
639.745,0.657048188
639.933,0.656690925
640.12,0.656335559
640.308,0.655978291
640.496,0.655621021
640.684,0.655263748
640.872,0.654906473
641.06,0.654549195
641.248,0.654191915
641.436,0.653834633
641.624,0.653477349
641.811,0.653121962
641.999,0.652764673
642.187,0.652407382
642.375,0.652050088
642.563,0.651692792
642.75,0.651337395
642.938,0.650980094
643.126,0.650622792
643.314,0.650265487
643.501,0.64991008
643.689,0.649552771
643.877,0.64919546
644.064,0.648840047
644.252,0.648482731
644.439,0.648127314
644.627,0.647769994
644.815,0.647412672
645.002,0.647057248
645.19,0.646699922
645.377,0.646344494
645.565,0.645987163
645.752,0.645631732
645.94,0.645274397
646.127,0.644918961
646.315,0.644561622
646.502,0.644206182
646.69,0.643848839
646.877,0.643493395
647.064,0.643137949
647.252,0.642780601
647.439,0.642425151
647.627,0.642067798
647.814,0.641712344
648.001,0.641356888
648.189,0.64099953
648.376,0.64064407
648.563,0.640288609
648.75,0.639933145
648.938,0.639575779
649.125,0.639220312
649.312,0.638864843
649.499,0.638509372
649.686,0.638153899
649.874,0.637796524
650.061,0.637441047
650.248,0.637085569
650.435,0.636730089
650.622,0.636374607
650.809,0.636019123
650.996,0.635663638
651.183,0.63530815
651.37,0.634952661
651.557,0.634597171
651.744,0.634241678
651.931,0.633886184
652.118,0.633530688
652.305,0.63317519
652.492,0.63281969
652.679,0.632464189
652.866,0.632108686
653.053,0.631753182
653.24,0.631397675
653.427,0.631042167
653.614,0.630686658
653.801,0.630331146
653.987,0.629977535
654.174,0.62962202
654.361,0.629266504
654.548,0.628910986
654.735,0.628555466
654.921,0.628201846
655.108,0.627846324
655.295,0.627490799
655.481,0.627137174
655.668,0.626781647
655.855,0.626426118
656.041,0.626072488
656.228,0.625716956
656.415,0.625361422
656.601,0.625007788
656.788,0.624652251
656.975,0.624296713
657.161,0.623943074
657.348,0.623587533
657.534,0.623233891
657.721,0.622878346
657.907,0.622524702
658.094,0.622169154
658.28,0.621815507
658.467,0.621459956
658.653,0.621106306
658.84,0.620750752
659.026,0.620397099
659.212,0.620043444
659.399,0.619687886
659.585,0.619334228
659.771,0.618980569
659.958,0.618625007
660.144,0.618271345
660.33,0.617917681
660.517,0.617562115
660.703,0.617208448
660.889,0.616854781
661.075,0.616501112
661.262,0.61614554
661.448,0.615791868
661.634,0.615438195
661.82,0.61508452
662.006,0.614730844
662.193,0.614375266
662.379,0.614021587
662.565,0.613667907
662.751,0.613314226
662.937,0.612960544
663.123,0.61260686
663.309,0.612253175
663.495,0.611899488
663.681,0.6115458
663.867,0.611192111
664.053,0.610838421
664.239,0.610484729
664.425,0.610131036
664.611,0.609777342
664.797,0.609423647
664.983,0.60906995
665.169,0.608716252
665.355,0.608362553
665.541,0.608008852
665.726,0.607657052
665.912,0.60730335
666.098,0.606949645
666.284,0.60659594
666.47,0.606242233
666.655,0.605890427
666.841,0.605536718
667.027,0.605183008
667.213,0.604829297
667.398,0.604477486
667.584,0.604123772
667.77,0.603770057
667.955,0.603418243
668.141,0.603064526
668.327,0.602710807
668.512,0.602358989
668.698,0.602005269
668.884,0.601651547
669.069,0.601299725
669.255,0.600946001
669.44,0.600594178
669.626,0.600240451
669.811,0.599888625
669.997,0.599534897
670.182,0.599183069
670.368,0.598829338
670.553,0.598477508
670.739,0.598123775
670.924,0.597771942
671.109,0.597420109
671.295,0.597066372
671.48,0.596714537
671.665,0.5963627
671.851,0.59600896
672.036,0.595657121
672.221,0.595305281
672.407,0.594951539
672.592,0.594599697
672.777,0.594247854
672.962,0.593896009
673.148,0.593542262
673.333,0.593190416
673.518,0.592838569
673.703,0.592486721
673.888,0.592134872
674.074,0.591781119
674.259,0.591429268
674.444,0.591077416
674.629,0.590725563
674.814,0.590373708
674.999,0.590021853
675.184,0.589669997
675.369,0.589318139
675.554,0.588966281
675.739,0.588614422
675.924,0.588262562
676.109,0.587910701
676.294,0.587558839
676.479,0.587206975
676.664,0.586855111
676.849,0.586503246
677.034,0.58615138
677.219,0.585799514
677.404,0.585447646
677.588,0.585097679
677.773,0.584745809
677.958,0.584393939
678.143,0.584042067
678.328,0.583690195
678.512,0.583340223
678.697,0.582988349
678.882,0.582636474
679.067,0.582284597
679.251,0.581934622
679.436,0.581582744
679.621,0.581230866
679.805,0.580880888
679.99,0.580529007
680.175,0.580177126
680.359,0.579827145
680.544,0.579475262
680.729,0.579123378
680.913,0.578773395
681.098,0.578421509
681.282,0.578071524
681.467,0.577719637
681.651,0.57736965
681.836,0.577017761
682.02,0.576667773
682.205,0.576315882
682.389,0.575965892
682.573,0.575615901
682.758,0.575264008
682.942,0.574914015
683.127,0.57456212
683.311,0.574212126
683.495,0.573862131
683.68,0.573510234
683.864,0.573160237
684.048,0.57281024
684.233,0.57245834
684.417,0.572108341
684.601,0.571758341
684.785,0.571408341
684.97,0.571056438
685.154,0.570706436
685.338,0.570356433
685.522,0.570006429
685.706,0.569656425
685.89,0.56930642
686.075,0.568954512
686.259,0.568604505
686.443,0.568254497
686.627,0.567904489
686.811,0.56755448
686.995,0.56720447
687.179,0.56685446
687.363,0.566504449
687.547,0.566154437
687.731,0.565804424
687.915,0.56545441
688.099,0.565104396
688.283,0.564754381
688.467,0.564404365
688.651,0.564054349
688.835,0.563704332
689.018,0.563356216
689.202,0.563006197
689.386,0.562656178
689.57,0.562306158
689.754,0.561956137
689.938,0.561606115
690.121,0.561257995
690.305,0.560907972
690.489,0.560557949
690.673,0.560207924
690.856,0.559859801
691.04,0.559509776
691.224,0.559159749
691.407,0.558811624
691.591,0.558461596
691.775,0.558111568
691.958,0.557763441
692.142,0.557413411
692.325,0.557065283
692.509,0.556715251
692.693,0.556365219
692.876,0.556017089
693.06,0.555667056
693.243,0.555318924
693.427,0.554968889
693.61,0.554620757
693.794,0.554270721
693.977,0.553922586
694.16,0.553574451
694.344,0.553224413
694.527,0.552876277
694.711,0.552526238
694.894,0.5521781
695.077,0.551829962
695.261,0.551479921
695.444,0.551131782
695.627,0.550783642
695.811,0.550433599
695.994,0.550085457
696.177,0.549737315
696.36,0.549389173
696.543,0.54904103
696.727,0.548690984
696.91,0.548342839
697.093,0.547994694
697.276,0.547646549
697.459,0.547298402
697.642,0.546950256
697.826,0.546600206
698.009,0.546252058
698.192,0.545903909
698.375,0.54555576
698.558,0.54520761
698.741,0.544859459
698.924,0.544511308
699.107,0.544163157
699.29,0.543815005
699.473,0.543466852
699.656,0.543118699
699.839,0.542770545
700.022,0.54242239
700.205,0.542074235
700.387,0.541727982
700.57,0.541379826
700.753,0.541031669
700.936,0.540683512
701.119,0.540335354
701.302,0.539987195
701.484,0.539640939
701.667,0.539292779
701.85,0.538944619
702.033,0.538596458
702.215,0.538250199
702.398,0.537902038
702.581,0.537553875
702.763,0.537207615
702.946,0.536859451
703.129,0.536511287
703.311,0.536165025
703.494,0.53581686
703.677,0.535468695
703.859,0.535122431
704.042,0.534774264
704.224,0.534428
704.407,0.534079832
704.589,0.533733566
704.772,0.533385398
704.954,0.533039131
705.137,0.532690961
705.319,0.532344693
705.502,0.531996522
705.684,0.531650254
705.866,0.531303984
706.049,0.530955812
706.231,0.530609542
706.414,0.530261368
706.596,0.529915097
706.778,0.529568825
706.961,0.52922065
707.143,0.528874377
707.325,0.528528104
707.507,0.52818183
707.69,0.527833653
707.872,0.527487379
708.054,0.527141103
708.236,0.526794828
708.418,0.526448551
708.601,0.526100372
708.783,0.525754095
708.965,0.525407817
709.147,0.525061539
709.329,0.52471526
709.511,0.524368981
709.693,0.524022702
709.875,0.523676422
710.057,0.523330141
710.239,0.52298386
710.421,0.522637579
710.603,0.522291297
710.785,0.521945015
710.967,0.521598732
711.149,0.521252448
711.331,0.520906165
711.513,0.520559881
711.695,0.520213596
711.877,0.519867311
712.059,0.519521025
712.24,0.519176642
712.422,0.518830356
712.604,0.518484069
712.786,0.518137781
712.968,0.517791494
713.149,0.517447108
713.331,0.51710082
713.513,0.51675453
713.695,0.516408241
713.876,0.516063854
714.058,0.515717563
714.24,0.515371273
714.421,0.515026884
714.603,0.514680592
714.785,0.5143343
714.966,0.513989911
715.148,0.513643618
715.329,0.513299227
715.511,0.512952933
715.692,0.512608542
715.874,0.512262247
716.055,0.511917855
716.237,0.51157156
716.418,0.511227166
716.6,0.51088087
716.781,0.510536476
716.963,0.510190179
717.144,0.509845784
717.325,0.509501389
717.507,0.509155091
717.688,0.508810695
717.87,0.508464396
718.051,0.508119999
718.232,0.507775602
718.413,0.507431205
718.595,0.507084904
718.776,0.506740506
718.957,0.506396107
719.138,0.506051708
719.32,0.505705406
719.501,0.505361006
719.682,0.505016606
719.863,0.504672205
720.044,0.504327804
720.225,0.503983403
720.407,0.503637099
720.588,0.503292696
720.769,0.502948294
720.95,0.502603891
721.131,0.502259488
721.312,0.501915084
721.493,0.50157068
721.674,0.501226276
721.855,0.500881871
722.036,0.500537466
722.217,0.500193061
722.398,0.499848655
722.579,0.499504249
722.76,0.499159842
722.94,0.498817338
723.121,0.498472931
723.302,0.498128524
723.483,0.497784116
723.664,0.497439707
723.845,0.497095299
724.025,0.496752793
724.206,0.496408383
724.387,0.496063974
724.568,0.495719564
724.748,0.495377056
724.929,0.495032645
725.11,0.494688234
725.29,0.494345726
725.471,0.494001314
725.652,0.493656902
725.832,0.493314392
726.013,0.492969979
726.194,0.492625566
726.374,0.492283056
726.555,0.491938642
726.735,0.491596131
726.916,0.491251716
727.096,0.490909204
727.277,0.490564789
727.457,0.490222277
727.638,0.489877861
727.818,0.489535348
727.999,0.489190931
728.179,0.488848418
728.359,0.488505903
728.54,0.488161486
728.72,0.487818971
728.9,0.487476456
729.081,0.487132038
729.261,0.486789522
729.441,0.486447006
729.622,0.486102587
729.802,0.48576007
729.982,0.485417553
730.162,0.485075036
730.343,0.484730615
730.523,0.484388097
730.703,0.484045579
730.883,0.483703061
731.063,0.483360542
731.243,0.483018023
731.424,0.4826736
731.604,0.482331081
731.784,0.481988561
731.964,0.48164604
732.144,0.48130352
732.324,0.480960999
732.504,0.480618478
732.684,0.480275956
732.864,0.479933434
733.044,0.479590912
733.224,0.47924839
733.404,0.478905867
733.584,0.478563344
733.764,0.478220821
733.943,0.4778802
734.123,0.477537677
734.303,0.477195153
734.483,0.476852628
734.663,0.476510104
734.843,0.476167579
735.022,0.475826956
735.202,0.475484431
735.382,0.475141905
735.562,0.474799379
735.741,0.474458756
735.921,0.474116229
736.101,0.473773702
736.281,0.473431175
736.46,0.473090551
736.64,0.472748023
736.819,0.472407398
736.999,0.47206487
737.179,0.471722341
737.358,0.471381715
737.538,0.471039186
737.717,0.47069856
737.897,0.47035603
738.076,0.470015404
738.256,0.469672873
738.435,0.469332246
738.615,0.468989715
738.794,0.468649088
738.974,0.468306556
739.153,0.467965928
739.332,0.467625299
739.512,0.467282767
739.691,0.466942138
739.871,0.466599606
740.05,0.466258976
740.229,0.465918346
740.408,0.465577716
740.588,0.465235183
740.767,0.464894552
740.946,0.464553921
741.126,0.464211387
741.305,0.463870756
741.484,0.463530124
741.663,0.463189492
741.842,0.46284886
742.021,0.462508227
742.201,0.462165692
742.38,0.461825059
742.559,0.461484426
742.738,0.461143793
742.917,0.460803159
743.096,0.460462525
743.275,0.460121891
743.454,0.459781257
743.633,0.459440622
743.812,0.459099988
743.991,0.458759353
744.17,0.458418717
744.349,0.458078082
744.528,0.457737446
744.707,0.45739681
744.886,0.457056174
745.064,0.456717441
745.243,0.456376804
745.422,0.456036167
745.601,0.45569553
745.78,0.455354893
745.958,0.455016159
746.137,0.454675521
746.316,0.454334883
746.495,0.453994245
746.673,0.45365551
746.852,0.453314871
747.031,0.452974232
747.209,0.452635496
747.388,0.452294857
747.567,0.451954218
747.745,0.451615481
747.924,0.451274841
748.103,0.450934201
748.281,0.450595464
748.46,0.450254823
748.638,0.449916085
748.817,0.449575444
748.995,0.449236706
749.174,0.448896065
749.352,0.448557326
749.531,0.448216685
749.709,0.447877946
749.888,0.447537304
750.066,0.447198564
750.244,0.446859825
750.423,0.446519182
750.601,0.446180442
750.779,0.445841702
750.958,0.445501058
751.136,0.445162318
751.314,0.444823577
751.493,0.444482933
751.671,0.444144192
751.849,0.44380545
752.027,0.443466709
752.205,0.443127967
752.384,0.442787322
752.562,0.44244858
752.74,0.442109838
752.918,0.441771095
753.096,0.441432352
753.274,0.441093609
753.452,0.440754866
753.63,0.440416123
753.809,0.440075476
753.987,0.439736733
754.165,0.439397989
754.343,0.439059245
754.521,0.438720501
754.699,0.438381756
754.876,0.438044915
